"SourceSampleId","SampleId","SpecimenNumber","TraitName","TraitInstanceNumber","MeasureDateTime","TraitValue","Location","Link:PlotId"
"","22506","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:28+0200","18.00","","473"
"","22507","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:24+0200","22.00","","473"
"","22508","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:30+0200","20.00","","473"
"","22721","0","Maturity_start_date","1","2019-10-10T16:27:31+0200","2020-09-10","","473"
"","22853","0","Cation_exchange_capacity","1","","","","473"
"","22854","0","Cation_exchange_capacity","2","","","","473"
"","22855","0","Cation_exchange_capacity","3","","","","473"
"","22856","0","Cation_exchange_capacity","4","","","","473"
"","22857","0","Cation_exchange_capacity","5","","","","473"
"","22577","0","Crop_residue_moisture","1","","","","473"
"","22613","0","Puddling_start_date","1","2019-10-10T16:11:58+0200","2019-10-10","","473"
"","22649","0","Transplanting_start_date","1","2019-10-10T16:14:52+0200","2020-06-20","","473"
"","22686","0","Harvest_start_date","1","2019-10-10T16:20:50+0200","2020-09-30","","474"
"","22509","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:37+0200","254.00","","474"
"","22510","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:47+0200","25.00","","474"
"","22511","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:26+0200","28.00","","474"
"","22512","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:56+0200","26.00","","474"
"","22722","0","Maturity_start_date","1","2019-10-10T16:28:06+0200","2020-09-10","","474"
"","22858","0","Cation_exchange_capacity","1","","","","474"
"","22859","0","Cation_exchange_capacity","2","","","","474"
"","22860","0","Cation_exchange_capacity","3","","","","474"
"","22861","0","Cation_exchange_capacity","4","","","","474"
"","22862","0","Cation_exchange_capacity","5","","","","474"
"","22578","0","Crop_residue_moisture","1","","","","474"
"","22614","0","Puddling_start_date","1","2019-10-10T16:12:01+0200","2019-10-10","","474"
"","22650","0","Transplanting_start_date","1","2019-10-10T16:16:47+0200","2020-06-20","","474"
"","22687","0","Harvest_start_date","1","2019-10-10T16:20:29+0200","2020-09-30","","475"
"","22513","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:05+0200","250.00","","475"
"","22514","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:20+0200","25.00","","475"
"","22515","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:06+0200","28.00","","475"
"","22516","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:43+0200","21.00","","475"
"","22723","0","Maturity_start_date","1","2019-10-10T16:27:50+0200","2020-09-10","","475"
"","22863","0","Cation_exchange_capacity","1","","","","475"
"","22864","0","Cation_exchange_capacity","2","","","","475"
"","22865","0","Cation_exchange_capacity","3","","","","475"
"","22866","0","Cation_exchange_capacity","4","","","","475"
"","22867","0","Cation_exchange_capacity","5","","","","475"
"","22579","0","Crop_residue_moisture","1","","","","475"
"","22615","0","Puddling_start_date","1","2019-10-10T16:12:00+0200","2019-10-10","","475"
"","22651","0","Transplanting_start_date","1","2019-10-10T16:15:55+0200","2020-06-20","","475"
"","22688","0","Harvest_start_date","1","2019-10-10T16:21:09+0200","2020-09-30","","476"
"","22517","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:38:23+0200","210.00","","476"
"","22518","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:03:32+0200","21.00","","476"
"","22519","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:09:00+0200","22.00","","476"
"","22520","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:23+0200","20.00","","476"
"","22724","0","Maturity_start_date","1","2019-10-10T16:28:24+0200","2020-09-10","","476"
"","22868","0","Cation_exchange_capacity","1","","","","476"
"","22869","0","Cation_exchange_capacity","2","","","","476"
"","22870","0","Cation_exchange_capacity","3","","","","476"
"","22871","0","Cation_exchange_capacity","4","","","","476"
"","22872","0","Cation_exchange_capacity","5","","","","476"
"","22580","0","Crop_residue_moisture","1","","","","476"
"","22616","0","Puddling_start_date","1","2019-10-10T16:12:03+0200","2019-10-10","","476"
"","22652","0","Transplanting_start_date","1","2019-10-10T16:17:49+0200","2020-06-20","","476"
"","22689","0","Harvest_start_date","1","2019-10-10T16:20:54+0200","2020-09-30","","477"
"","22521","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:46+0200","240.00","","477"
"","22522","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:55+0200","24.00","","477"
"","22523","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:34+0200","24.00","","477"
"","22524","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:11+0200","21.00","","477"
"","22725","0","Maturity_start_date","1","2019-10-10T16:28:10+0200","2020-09-10","","477"
"","22873","0","Cation_exchange_capacity","1","","","","477"
"","22874","0","Cation_exchange_capacity","2","","","","477"
"","22875","0","Cation_exchange_capacity","3","","","","477"
"","22876","0","Cation_exchange_capacity","4","","","","477"
"","22877","0","Cation_exchange_capacity","5","","","","477"
"","22581","0","Crop_residue_moisture","1","","","","477"
"","22617","0","Puddling_start_date","1","2019-10-10T16:12:01+0200","2019-10-10","","477"
"","22653","0","Transplanting_start_date","1","2019-10-10T16:17:01+0200","2020-06-20","","477"
"","22690","0","Harvest_start_date","1","2019-10-10T16:20:10+0200","2020-09-30","","478"
"","22525","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:36:07+0200","241.00","","478"
"","22526","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:44+0200","24.00","","478"
"","22527","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:30+0200","24.00","","478"
"","22528","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:32+0200","22.00","","478"
"","22726","0","Maturity_start_date","1","2019-10-10T16:27:35+0200","2020-09-10","","478"
"","22878","0","Cation_exchange_capacity","1","","","","478"
"","22879","0","Cation_exchange_capacity","2","","","","478"
"","22880","0","Cation_exchange_capacity","3","","","","478"
"","22881","0","Cation_exchange_capacity","4","","","","478"
"","22882","0","Cation_exchange_capacity","5","","","","478"
"","22582","0","Crop_residue_moisture","1","","","","478"
"","22618","0","Puddling_start_date","1","2019-10-10T16:11:58+0200","2019-10-10","","478"
"","22654","0","Transplanting_start_date","1","2019-10-10T16:15:04+0200","2020-06-20","","478"
"","22691","0","Harvest_start_date","1","2019-10-10T16:21:11+0200","2020-09-30","","479"
"","22529","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:38:26+0200","240.00","","479"
"","22530","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:03:35+0200","24.00","","479"
"","22531","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:09:05+0200","25.00","","479"
"","22532","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:24+0200","21.00","","479"
"","22727","0","Maturity_start_date","1","2019-10-10T16:28:26+0200","2020-09-10","","479"
"","22883","0","Cation_exchange_capacity","1","","","","479"
"","22884","0","Cation_exchange_capacity","2","","","","479"
"","22885","0","Cation_exchange_capacity","3","","","","479"
"","22886","0","Cation_exchange_capacity","4","","","","479"
"","22887","0","Cation_exchange_capacity","5","","","","479"
"","22583","0","Crop_residue_moisture","1","","","","479"
"","22619","0","Puddling_start_date","1","2019-10-10T16:12:03+0200","2019-10-10","","479"
"","22655","0","Transplanting_start_date","1","2019-10-10T16:17:57+0200","2020-06-20","","479"
"","22692","0","Harvest_start_date","1","2019-10-10T16:20:31+0200","2020-09-30","","480"
"","22533","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:07+0200","250.00","","480"
"","22534","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:21+0200","25.00","","480"
"","22535","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:07+0200","28.00","","480"
"","22536","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:44+0200","22.00","","480"
"","22728","0","Maturity_start_date","1","2019-10-10T16:27:52+0200","2020-09-10","","480"
"","22888","0","Cation_exchange_capacity","1","","","","480"
"","22889","0","Cation_exchange_capacity","2","","","","480"
"","22890","0","Cation_exchange_capacity","3","","","","480"
"","22891","0","Cation_exchange_capacity","4","","","","480"
"","22892","0","Cation_exchange_capacity","5","","","","480"
"","22584","0","Crop_residue_moisture","1","","","","480"
"","22620","0","Puddling_start_date","1","2019-10-10T16:12:00+0200","2019-10-10","","480"
"","22656","0","Transplanting_start_date","1","2019-10-10T16:16:01+0200","2020-06-20","","480"
"","22693","0","Harvest_start_date","1","2019-10-10T16:20:08+0200","2020-09-30","","481"
"","22537","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:36:02+0200","178.00","","481"
"","22538","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:01:30+0200","17.00","","481"
"","22539","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:07:27+0200","21.00","","481"
"","22540","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:31+0200","21.00","","481"
"","22729","0","Maturity_start_date","1","2019-10-10T16:27:33+0200","2020-09-10","","481"
"","22893","0","Cation_exchange_capacity","1","","","","481"
"","22894","0","Cation_exchange_capacity","2","","","","481"
"","22895","0","Cation_exchange_capacity","3","","","","481"
"","22896","0","Cation_exchange_capacity","4","","","","481"
"","22897","0","Cation_exchange_capacity","5","","","","481"
"","22585","0","Crop_residue_moisture","1","","","","481"
"","22621","0","Puddling_start_date","1","2019-10-10T16:11:58+0200","2019-10-10","","481"
"","22657","0","Transplanting_start_date","1","2019-10-10T16:14:58+0200","2020-06-20","","481"
"","22694","0","Harvest_start_date","1","2019-10-10T16:20:52+0200","2020-09-30","","482"
"","22541","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:42+0200","178.00","","482"
"","22542","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:51+0200","17.00","","482"
"","22543","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:30+0200","21.00","","482"
"","22544","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:57+0200","21.00","","482"
"","22730","0","Maturity_start_date","1","2019-10-10T16:28:08+0200","2020-09-10","","482"
"","22898","0","Cation_exchange_capacity","1","","","","482"
"","22899","0","Cation_exchange_capacity","2","","","","482"
"","22900","0","Cation_exchange_capacity","3","","","","482"
"","22901","0","Cation_exchange_capacity","4","","","","482"
"","22902","0","Cation_exchange_capacity","5","","","","482"
"","22586","0","Crop_residue_moisture","1","","","","482"
"","22622","0","Puddling_start_date","1","2019-10-10T16:12:01+0200","2019-10-10","","482"
"","22658","0","Transplanting_start_date","1","2019-10-10T16:16:54+0200","2020-06-20","","482"
"","22695","0","Harvest_start_date","1","2019-10-10T16:20:27+0200","2020-09-30","","483"
"","22545","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:37:01+0200","200.00","","483"
"","22546","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:02:16+0200","20.00","","483"
"","22547","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:03+0200","24.00","","483"
"","22548","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:14:42+0200","22.00","","483"
"","22731","0","Maturity_start_date","1","2019-10-10T16:27:48+0200","2020-09-10","","483"
"","22903","0","Cation_exchange_capacity","1","","","","483"
"","22904","0","Cation_exchange_capacity","2","","","","483"
"","22905","0","Cation_exchange_capacity","3","","","","483"
"","22906","0","Cation_exchange_capacity","4","","","","483"
"","22907","0","Cation_exchange_capacity","5","","","","483"
"","22587","0","Crop_residue_moisture","1","","","","483"
"","22623","0","Puddling_start_date","1","2019-10-10T16:12:00+0200","2019-10-10","","483"
"","22659","0","Transplanting_start_date","1","2019-10-10T16:15:49+0200","2020-06-20","","483"
"","22696","0","Harvest_start_date","1","2019-10-10T16:21:07+0200","2020-09-30","","484"
"","22549","0","Rice_Total aboveground biomass (including panicles)_Fresh weight_kg","1","2019-10-10T16:38:17+0200","180.00","","484"
"","22550","0","Rice_Total aboveground biomass (including panicles)_Dry weight_kg","1","2019-10-10T17:03:21+0200","18.00","","484"
"","22551","0","Rice_Grain_Fresh weight 1000 grain_g","1","2019-10-10T17:08:57+0200","22.00","","484"
"","22552","0","Rice_Grain_Moisture content_%","1","2019-10-10T17:15:21+0200","22.00","","484"
"","22732","0","Maturity_start_date","1","2019-10-10T16:28:23+0200","2020-09-10","","484"
"","22908","0","Cation_exchange_capacity","1","","","","484"
"","22909","0","Cation_exchange_capacity","2","","","","484"
"","22910","0","Cation_exchange_capacity","3","","","","484"
"","22911","0","Cation_exchange_capacity","4","","","","484"
"","22912","0","Cation_exchange_capacity","5","","","","484"
"","22588","0","Crop_residue_moisture","1","","","","484"
"","22624","0","Puddling_start_date","1","2019-10-10T16:12:03+0200","2019-10-10","","484"
"","22660","0","Transplanting_start_date","1","2019-10-10T16:17:43+0200","2020-06-20","","484"
