"SourceSampleId","SampleId","SpecimenNumber","TraitName","TraitInstanceNumber","MeasureDateTime","TraitValue","Location","Link:PlotId"
"","4869","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:14:18+0200","66.00","","356"
"","4876","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:14:44+0200","15.00","","357"
"","4877","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:14:45+0200","16.00","","357"
"","4878","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:14:47+0200","15.00","","357"
"","4873","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:14:40+0200","7.00","","357"
"","4874","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:14:41+0200","7.00","","357"
"","4875","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:14:42+0200","8.00","","357"
"","4879","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:14:49+0200","25.00","","357"
"","4880","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:14:50+0200","24.00","","357"
"","4881","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:14:51+0200","25.00","","357"
"","5355","0","Amount_harvested_g","1","2019-09-26T18:15:03+0200","1750.00","","357"
"","4885","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:14:57+0200","45.00","","357"
"","4886","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:14:58+0200","44.00","","357"
"","4887","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:14:59+0200","45.00","","357"
"","4882","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:14:53+0200","65.00","","357"
"","4883","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:14:54+0200","66.00","","357"
"","4884","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:14:56+0200","65.00","","357"
"","4891","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:15:16+0200","25.00","","358"
"","4892","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:15:18+0200","22.00","","358"
"","4893","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:15:19+0200","24.00","","358"
"","4888","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:15:11+0200","10.00","","358"
"","4889","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:15:12+0200","11.00","","358"
"","4890","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:15:14+0200","10.00","","358"
"","4894","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:15:21+0200","37.00","","358"
"","4895","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:15:24+0200","370.00","","358"
"","4896","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:15:26+0200","36.00","","358"
"","5356","0","Amount_harvested_g","1","2019-09-26T18:15:41+0200","2000.00","","358"
"","4900","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:15:34+0200","50.00","","358"
"","4901","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:15:35+0200","54.00","","358"
"","4902","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:15:37+0200","52.00","","358"
"","4897","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:15:28+0200","70.00","","358"
"","4898","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:15:30+0200","70.00","","358"
"","4899","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:15:31+0200","71.00","","358"
"","4906","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:15:53+0200","25.00","","359"
"","4907","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:15:54+0200","24.00","","359"
"","4908","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:15:56+0200","23.00","","359"
"","4903","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:15:47+0200","10.00","","359"
"","4904","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:15:49+0200","10.00","","359"
"","4905","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:15:50+0200","11.00","","359"
"","4909","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:15:57+0200","37.00","","359"
"","4910","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:15:59+0200","36.00","","359"
"","4911","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:16:00+0200","37.00","","359"
"","5357","0","Amount_harvested_g","1","2019-09-26T18:16:13+0200","2000.00","","359"
"","4915","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:16:07+0200","50.00","","359"
"","4916","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:16:09+0200","51.00","","359"
"","4917","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:16:10+0200","49.00","","359"
"","4912","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:16:02+0200","70.00","","359"
"","4913","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:16:03+0200","71.00","","359"
"","4914","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:16:05+0200","69.00","","359"
"","4921","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:22:30+0200","15.00","","360"
"","4922","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:22:31+0200","15.00","","360"
"","4923","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:22:32+0200","15.00","","360"
"","4918","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:22:27+0200","7.00","","360"
"","4919","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:22:27+0200","7.00","","360"
"","4920","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:22:28+0200","7.00","","360"
"","4924","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:22:34+0200","25.00","","360"
"","4925","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:22:35+0200","24.00","","360"
"","4926","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:22:36+0200","25.00","","360"
"","5358","0","Amount_harvested_g","1","2019-09-26T18:22:46+0200","1750.00","","360"
"","4930","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:22:40+0200","45.00","","360"
"","4931","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:22:41+0200","44.00","","360"
"","4932","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:22:42+0200","45.00","","360"
"","4927","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:22:37+0200","65.00","","360"
"","4928","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:22:38+0200","65.00","","360"
"","4929","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:22:39+0200","63.00","","360"
"","4936","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:22:55+0200","20.00","","361"
"","4937","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:22:56+0200","21.00","","361"
"","4938","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:22:58+0200","20.00","","361"
"","4933","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:22:51+0200","9.00","","361"
"","4934","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:22:51+0200","9.00","","361"
"","4935","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:22:53+0200","8.00","","361"
"","4939","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:23:00+0200","31.00","","361"
"","4940","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:23:01+0200","33.00","","361"
"","4941","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:23:03+0200","32.00","","361"
"","5359","0","Amount_harvested_g","1","2019-09-26T18:23:15+0200","1800.00","","361"
"","4945","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:23:09+0200","50.00","","361"
"","4946","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:23:10+0200","52.00","","361"
"","4947","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:23:11+0200","50.00","","361"
"","4942","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:23:04+0200","70.00","","361"
"","4943","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:23:05+0200","70.00","","361"
"","4944","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:23:08+0200","71.00","","361"
"","4951","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:23:22+0200","20.00","","362"
"","4952","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:23:23+0200","20.00","","362"
"","4953","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:23:25+0200","21.00","","362"
"","4948","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:23:19+0200","9.00","","362"
"","4949","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:23:20+0200","9.00","","362"
"","4950","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:23:21+0200","9.00","","362"
"","4954","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:23:26+0200","30.00","","362"
"","4955","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:23:27+0200","32.00","","362"
"","4956","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:23:28+0200","36.00","","362"
"","5360","0","Amount_harvested_g","1","2019-09-26T18:23:39+0200","1850.00","","362"
"","4960","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:23:33+0200","50.00","","362"
"","4961","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:23:35+0200","51.00","","362"
"","4962","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:23:37+0200","56.00","","362"
"","4957","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:23:30+0200","70.00","","362"
"","4958","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:23:31+0200","74.00","","362"
"","4959","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:23:32+0200","70.00","","362"
"","4966","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:23:47+0200","15.00","","363"
"","4967","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:23:48+0200","15.00","","363"
"","4968","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:23:49+0200","14.00","","363"
"","4963","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:23:43+0200","7.00","","363"
"","4964","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:23:44+0200","8.00","","363"
"","4965","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:23:45+0200","7.00","","363"
"","4969","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:23:50+0200","25.00","","363"
"","4970","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:23:51+0200","24.00","","363"
"","4971","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:23:53+0200","25.00","","363"
"","5361","0","Amount_harvested_g","1","2019-09-26T18:24:03+0200","1750.00","","363"
"","4975","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:23:58+0200","45.00","","363"
"","4976","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:23:59+0200","44.00","","363"
"","4977","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:24:00+0200","45.00","","363"
"","4972","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:23:54+0200","65.00","","363"
"","4973","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:23:55+0200","63.00","","363"
"","4974","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:23:57+0200","65.00","","363"
"","4981","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T19:01:55+0200","52.00","","364"
"","4982","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T19:01:55+0200","54.00","","364"
"","4983","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T19:01:59+0200","25.00","","364"
"","4978","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T19:01:51+0200","9.00","","364"
"","4979","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T19:01:52+0200","9.00","","364"
"","4980","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T19:01:53+0200","8.00","","364"
"","4984","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T19:02:01+0200","30.00","","364"
"","4985","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T19:02:02+0200","30.00","","364"
"","4986","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T19:02:03+0200","31.00","","364"
"","5362","0","Amount_harvested_g","1","2019-09-26T19:02:13+0200","1750.00","","364"
"","4990","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T19:02:07+0200","45.00","","364"
"","4991","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T19:02:08+0200","45.00","","364"
"","4992","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T19:02:09+0200","45.00","","364"
"","4987","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T19:02:04+0200","65.00","","364"
"","4988","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T19:02:05+0200","65.00","","364"
"","4989","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T19:02:06+0200","65.00","","364"
"","4996","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T19:02:24+0200","20.00","","365"
"","4997","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T19:02:25+0200","21.00","","365"
"","4998","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T19:02:26+0200","21.00","","365"
"","4993","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T19:02:19+0200","7.00","","365"
"","4994","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T19:02:19+0200","7.00","","365"
"","4995","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T19:02:20+0200","7.00","","365"
"","4999","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T19:02:27+0200","30.00","","365"
"","5000","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T19:02:28+0200","32.00","","365"
"","5001","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T19:02:29+0200","30.00","","365"
"","5363","0","Amount_harvested_g","1","2019-09-26T19:02:38+0200","1750.00","","365"
"","5005","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T19:02:33+0200","45.00","","365"
"","5006","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T19:02:34+0200","45.00","","365"
"","5007","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T19:02:35+0200","45.00","","365"
"","5002","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T19:02:30+0200","65.00","","365"
"","5003","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T19:02:31+0200","65.00","","365"
"","5004","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T19:02:32+0200","63.00","","365"
"","5011","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T19:02:47+0200","25.00","","366"
"","5012","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T19:02:48+0200","25.00","","366"
"","5013","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T19:02:49+0200","25.00","","366"
"","5008","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T19:02:43+0200","10.00","","366"
"","5009","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T19:02:44+0200","11.00","","366"
"","5010","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T19:02:45+0200","11.00","","366"
"","5014","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T19:02:51+0200","37.00","","366"
"","5015","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T19:02:53+0200","38.00","","366"
"","5016","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T19:02:55+0200","39.00","","366"
"","5364","0","Amount_harvested_g","1","2019-09-26T19:03:06+0200","2050.00","","366"
"","5020","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T19:03:00+0200","50.00","","366"
"","5021","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T19:03:01+0200","54.00","","366"
"","5022","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T19:03:02+0200","50.00","","366"
"","5017","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T19:02:56+0200","71.00","","366"
"","5018","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T19:02:57+0200","70.00","","366"
"","5019","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T19:02:58+0200","70.00","","366"
"","5026","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T19:03:16+0200","20.00","","367"
"","5027","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T19:03:17+0200","21.00","","367"
"","5028","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T19:03:18+0200","20.00","","367"
"","5023","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T19:03:12+0200","9.00","","367"
"","5024","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T19:03:13+0200","9.00","","367"
"","5025","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T19:03:14+0200","9.00","","367"
"","5029","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T19:03:37+0200","30.00","","367"
"","5030","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T19:03:37+0200","30.00","","367"
"","5031","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T19:03:38+0200","32.00","","367"
"","5365","0","Amount_harvested_g","1","2019-09-26T19:03:53+0200","1800.00","","367"
"","5035","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T19:03:47+0200","50.00","","367"
"","5036","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T19:03:48+0200","54.00","","367"
"","5037","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T19:03:49+0200","52.00","","367"
"","5032","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T19:03:43+0200","70.00","","367"
"","5033","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T19:03:44+0200","71.00","","367"
"","5034","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T19:03:46+0200","71.00","","367"
"","5041","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:05+0200","20.00","","368"
"","5042","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:14:06+0200","20.00","","368"
"","5043","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:14:08+0200","20.00","","368"
"","5038","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:02+0200","9.00","","368"
"","5039","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:14:03+0200","9.00","","368"
"","5040","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:14:04+0200","9.00","","368"
"","5044","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:09+0200","30.00","","368"
"","5045","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:14:10+0200","30.00","","368"
"","5046","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:14:11+0200","30.00","","368"
"","5366","0","Amount_harvested_g","1","2019-09-26T21:14:21+0200","1777.00","","368"
"","5050","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:14:16+0200","45.00","","368"
"","5051","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:14:17+0200","45.00","","368"
"","5052","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:14:18+0200","45.00","","368"
"","5047","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:14:12+0200","65.00","","368"
"","5048","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:14:13+0200","65.00","","368"
"","5049","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:14:14+0200","65.00","","368"
"","5056","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:30+0200","15.00","","369"
"","5057","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:14:31+0200","14.00","","369"
"","5058","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:14:34+0200","15.40","","369"
"","5053","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:27+0200","7.00","","369"
"","5054","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:14:28+0200","7.00","","369"
"","5055","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:14:29+0200","8.00","","369"
"","5059","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:37+0200","25.00","","369"
"","5060","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:14:38+0200","25.00","","369"
"","5061","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:14:39+0200","24.00","","369"
"","5367","0","Amount_harvested_g","1","2019-09-26T21:14:49+0200","1600.00","","369"
"","5065","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:14:43+0200","45.00","","369"
"","5066","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:14:45+0200","41.00","","369"
"","5067","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:14:46+0200","42.00","","369"
"","5062","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:14:40+0200","65.00","","369"
"","5063","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:14:41+0200","65.00","","369"
"","5064","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:14:42+0200","63.00","","369"
"","5071","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:59+0200","25.00","","370"
"","5072","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:15:00+0200","24.00","","370"
"","5073","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:15:01+0200","23.00","","370"
"","5068","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:14:56+0200","10.00","","370"
"","5069","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:14:57+0200","10.00","","370"
"","5070","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:14:58+0200","11.00","","370"
"","5074","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:15:03+0200","37.00","","370"
"","5075","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:15:04+0200","37.00","","370"
"","5076","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:15:04+0200","37.00","","370"
"","5368","0","Amount_harvested_g","1","2019-09-26T21:15:23+0200","2300.00","","370"
"","5080","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:15:15+0200","50.00","","370"
"","5081","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:15:16+0200","54.00","","370"
"","5082","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:15:19+0200","46.00","","370"
"","5077","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:15:06+0200","70.00","","370"
"","5078","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:15:09+0200","70.00","","370"
"","5079","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:15:12+0200","70.00","","370"
"","5086","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T21:15:39+0200","20.00","","371"
"","5087","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T21:15:40+0200","21.00","","371"
"","5088","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T21:15:41+0200","23.00","","371"
"","5083","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T21:15:33+0200","9.00","","371"
"","5084","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T21:15:34+0200","9.00","","371"
"","5085","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T21:15:35+0200","8.00","","371"
"","5089","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T21:15:44+0200","30.00","","371"
"","5090","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T21:15:45+0200","30.00","","371"
"","5091","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T21:15:46+0200","30.00","","371"
"","5369","0","Amount_harvested_g","1","2019-09-26T21:15:56+0200","1800.00","","371"
"","5095","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T21:15:50+0200","54.00","","371"
"","5096","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T21:15:51+0200","52.00","","371"
"","5097","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T21:15:54+0200","51.00","","371"
"","5092","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T21:15:47+0200","70.00","","371"
"","5093","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T21:15:48+0200","74.00","","371"
"","5094","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T21:15:49+0200","75.00","","371"
"","5101","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:16:27+0200","22.00","","372"
"","5102","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:16:28+0200","23.00","","372"
"","5103","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:16:30+0200","22.00","","372"
"","5098","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:16:21+0200","10.00","","372"
"","5099","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:16:23+0200","9.00","","372"
"","5100","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:16:25+0200","9.00","","372"
"","5104","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:16:32+0200","36.00","","372"
"","5105","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:16:33+0200","36.00","","372"
"","5106","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:16:35+0200","37.00","","372"
"","5370","0","Amount_harvested_g","1","2019-09-26T18:16:55+0200","2000.00","","372"
"","5110","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:16:49+0200","45.00","","372"
"","5111","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:16:50+0200","45.00","","372"
"","5112","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:16:52+0200","46.00","","372"
"","5107","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:16:36+0200","70.00","","372"
"","5108","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:16:38+0200","71.00","","372"
"","5109","0","1:Maize_Ear_Moisture content_%","3","2019-09-26T18:16:39+0200","70.00","","372"
"","5116","0","2:Maize_Grain_Fresh weight_g","1","2019-09-26T18:17:07+0200","15.00","","373"
"","5117","0","2:Maize_Grain_Fresh weight_g","2","2019-09-26T18:17:09+0200","14.00","","373"
"","5118","0","2:Maize_Grain_Fresh weight_g","3","2019-09-26T18:17:10+0200","15.00","","373"
"","5113","0","1:Maize_Grain_Fresh weight_g","1","2019-09-26T18:17:02+0200","7.00","","373"
"","5114","0","1:Maize_Grain_Fresh weight_g","2","2019-09-26T18:17:03+0200","6.00","","373"
"","5115","0","1:Maize_Grain_Fresh weight_g","3","2019-09-26T18:17:04+0200","7.00","","373"
"","5119","0","3:Maize_Grain_Fresh weight_g","1","2019-09-26T18:17:11+0200","25.00","","373"
"","5120","0","3:Maize_Grain_Fresh weight_g","2","2019-09-26T18:17:12+0200","24.00","","373"
"","5121","0","3:Maize_Grain_Fresh weight_g","3","2019-09-26T18:17:14+0200","25.00","","373"
"","5371","0","Amount_harvested_g","1","2019-09-26T18:17:24+0200","1755.00","","373"
"","5125","0","2:Maize_Ear_Moisture content_%","1","2019-09-26T18:17:19+0200","45.00","","373"
"","5126","0","2:Maize_Ear_Moisture content_%","2","2019-09-26T18:17:20+0200","44.00","","373"
"","5127","0","2:Maize_Ear_Moisture content_%","3","2019-09-26T18:17:22+0200","45.00","","373"
"","5122","0","1:Maize_Ear_Moisture content_%","1","2019-09-26T18:17:16+0200","65.00","","373"
"","5123","0","1:Maize_Ear_Moisture content_%","2","2019-09-26T18:17:17+0200","66.00","","373"
